,Ingredient1,Ingredient2,f_x,f_y,f_xy,pmi
12497,고구마,물,49,695,1,-0.04387932330348292
14654,다진양파,물,49,695,1,-0.04387932330348292
25215,꽃게,물,49,695,1,-0.04387932330348292
12550,말린표고버섯,참기름,36,1888,2,-0.0417922842296749
27797,시금치,홍고추,31,1096,1,-0.04155685162117133
1388,식초,파,266,127,1,-0.03583057486835459
12875,다진풋고추,후춧가루,16,2109,1,-0.034705082346620064
4749,명란,후춧가루,16,2109,1,-0.034705082346620064
3107,은행,후춧가루,16,2109,1,-0.034705082346620064
30688,로즈마리,후춧가루,16,2109,1,-0.034705082346620064
2786,갈비,후춧가루,32,2109,2,-0.034705082346620064
7416,미림,소금,69,1942,4,-0.027432971956703158
1133,모시조개,후춧가루,79,2109,5,-0.02212630013975991
2686,목이버섯,식용유,53,627,1,-0.019385633813106783
27799,멸치액젓,소금,17,1942,1,-0.012834172535550503
22843,동태살,소금,17,1942,1,-0.012834172535550503
767,냉면,홍고추,30,1096,1,-0.0087670287981804
31657,쑥갓,오이,75,436,1,-0.0032775365134089644
920,만두피,후춧가루,31,2109,2,-0.002956384032039766
11335,마요네즈,식용유,104,627,2,-0.0003374388424122405
18826,당면,실파,70,465,1,0.001320172735220488
17837,다시물,표고버섯,49,664,1,0.0017503727848752273
3865,쌀,표고버섯,49,664,1,0.0017503727848752273
14762,다진양파,표고버섯,49,664,1,0.0017503727848752273
3870,단무지,표고버섯,49,664,1,0.0017503727848752273
30741,멥쌀,표고버섯,49,664,1,0.0017503727848752273
8341,마요네즈,설탕,104,1247,4,0.0052603366704172495
7136,라면,참기름,17,1888,1,0.015366129610273708
3669,배춧잎,참기름,34,1888,2,0.015366129610273708
27803,멸치액젓,참기름,17,1888,1,0.015366129610273708
20952,바지락,참기름,68,1888,4,0.015366129610273708
16113,멸칫국물,참기름,17,1888,1,0.015366129610273708
23247,숙주나물,참기름,17,1888,1,0.015366129610273708
26702,갈치,소금,33,1942,2,0.01701879061413073
13666,부추,양파,112,1144,4,0.0173621382569887
2762,배즙,양파,28,1144,1,0.0173621382569887
31878,까나리액젓,홍고추,29,1096,1,0.025134522877500978
3878,단무지,소금,49,1942,3,0.027171162078148743
26341,계란후라이,후춧가루,15,2109,1,0.029833438790951204
13174,사골,후춧가루,15,2109,1,0.029833438790951204
11362,바지락,실파,68,465,1,0.030307709608472764
24351,레몬,청고추,44,717,1,0.03258734585405428
4035,갓,소금,113,1942,7,0.03890150186363827
18538,들깻가루,설탕,25,1247,1,0.044481049823698535
6688,고추냉이,소금,16,1942,1,0.047790449280884356
30660,로즈마리,소금,16,1942,1,0.047790449280884356
12884,다진풋고추,소금,16,1942,1,0.047790449280884356
12617,고구마,참기름,49,1888,3,0.05537146422397292
9030,꼬치,식용유,49,627,1,0.059085981628388524
6054,멥쌀,식용유,49,627,1,0.059085981628388524
3034,잣,홍고추,28,1096,1,0.06022584268877107
12934,모짜렐라치즈,후춧가루,29,2109,2,0.06373499046663257
17889,브로콜리,후춧가루,29,2109,2,0.06373499046663257
27631,레몬,물,44,695,1,0.06375134088888257
12774,다시물,설탕,49,1247,2,0.06468375714121798
5255,실파,쑥갓,164,185,1,0.07163056746941251
29297,베이컨,실파,65,465,1,0.07542814488894241
16591,검은깨,참기름,16,1888,1,0.07599075142670862
2790,갈비,참기름,32,1888,2,0.07599075142670862
1642,꼬치,쇠고기,49,615,1,0.07841025445479129
8620,스파게티,청고추,42,717,1,0.07910736148894713
23495,고추기름,청고추,42,717,1,0.07910736148894713
25556,가쓰오브시,청고추,42,717,1,0.07910736148894713
921,만두피,소금,31,1942,2,0.07953914759546465
21629,게살,설탕,24,1247,1,0.0853030443439538
21250,다진홍고추,설탕,24,1247,1,0.0853030443439538
9162,깨,설탕,24,1247,1,0.0853030443439538
31524,청고추,후추,141,212,1,0.08650665532175496
6452,계란흰자,물,43,695,1,0.08674085911358125
8797,곱창,양파,26,1144,1,0.09147011041071061
28576,겨자잎,양파,26,1144,1,0.09147011041071061
4385,갓,밀가루,113,263,1,0.09231096948183065
4206,배추,홍고추,81,1096,3,0.09659348685964579
6993,미역,홍고추,27,1096,1,0.09659348685964579
10131,다진파슬리,후춧가루,14,2109,1,0.09882631027790267
7846,스파게티,후춧가루,42,2109,3,0.09882631027790267
15831,바게트,후춧가루,14,2109,1,0.09882631027790267
30556,사라다나,후춧가루,14,2109,1,0.09882631027790267
9199,녹두,참기름,31,1888,2,0.10773944974128892
922,만두피,참기름,31,1888,2,0.10773944974128892
1330,레몬즙,양파,51,1144,2,0.11088819626781214
24523,모시조개,생강,79,369,1,0.11160832386438702
618,냉면,소금,30,1942,2,0.11232897041845558
4984,곤약,소금,30,1942,2,0.11232897041845558
26906,부추,식초,112,520,2,0.11267231806131348
17275,새우젓,식용유,46,627,1,0.12226488324992006
21244,라이스페이퍼,설탕,23,1247,1,0.12786265876274958
18553,들깻가루,양파,25,1144,1,0.1306908235639919
32130,단호박,양파,25,1144,1,0.1306908235639919
10007,양상추,표고버섯,43,664,1,0.1323705552019395
3236,갓,다진마늘,113,505,2,0.13305375294418068
10222,완두콩,홍고추,26,1096,1,0.1343338148424929
11073,겨자잎,홍고추,26,1096,1,0.1343338148424929
5740,멸치젓,홍고추,26,1096,1,0.1343338148424929
13033,꽃상추,참기름,15,1888,1,0.1405292725642797
26346,계란후라이,참기름,15,1888,1,0.1405292725642797
683,동치미국물,참기름,15,1888,1,0.1405292725642797
5259,쑥갓,참기름,75,1888,5,0.1405292725642797
18475,숙주,식용유,45,627,1,0.14424378996869536
17891,브로콜리,소금,29,1942,2,0.14623052209413678
22036,육수,홍고추,77,1096,3,0.14723721967840087
26580,고운고춧가루,설탕,45,1247,2,0.14984156548152483
21418,양배추,홍고추,51,1096,2,0.1537519006995945
881,계란흰자,소금,43,1942,3,0.15779134449521284
8654,양송이버섯,홍고추,76,1096,3,0.16030930124575363
480,오이,후춧가루,131,2109,10,0.16527140968605528
2683,목이버섯,식초,53,520,1,0.16773209524434093
21324,다진홍고추,양파,24,1144,1,0.171512818084247
6081,모시조개,물,79,695,2,0.17164030290006746
27245,굵은소금,설탕,22,1247,1,0.17231442133358355
8891,미더덕,설탕,22,1247,1,0.17231442133358355
13126,사과,설탕,22,1247,1,0.17231442133358355
10688,감자전분,후춧가루,13,2109,1,0.17293428243162437
21067,오레가노,후춧가루,13,2109,1,0.17293428243162437
8166,들깨,후춧가루,13,2109,1,0.17293428243162437
11706,근대잎,후춧가루,13,2109,1,0.17293428243162437
32184,단호박,홍고추,25,1096,1,0.17355452799577423
20551,까나리액젓,참기름,29,1888,2,0.17443082423996098
5274,실파,표고버섯,164,664,4,0.1799986041911942
28401,부추,통깨,112,243,1,0.18029250573629285
27160,고수잎,소금,14,1942,1,0.18132184190540696
11139,건새우가루,소금,14,1942,1,0.18132184190540696
12446,게,소금,14,1942,1,0.18132184190540696
15833,바게트,소금,14,1942,1,0.18132184190540696
30549,사라다나,소금,14,1942,1,0.18132184190540696
6490,계란흰자,식용유,43,627,1,0.1897061640454527
28535,레몬즙,식초,51,520,1,0.20619837607213704
9973,오징어,통깨,109,243,1,0.20744349480224356
10127,다진파슬리,참기름,14,1888,1,0.20952214405123123
3134,잣,참기름,28,1888,2,0.20952214405123123
18771,맛살,참기름,14,1888,1,0.20952214405123123
29562,쪽파,참기름,14,1888,1,0.20952214405123123
11143,건새우가루,참기름,14,1888,1,0.20952214405123123
12319,스파게티,식용유,42,627,1,0.2132366614556467
20222,미역,소금,27,1942,2,0.21768948607628175
26617,굵은고춧가루,설탕,42,1247,2,0.21883443696847626
841,오징어,청주,109,465,2,0.25161471311538114
10480,어묵,후춧가루,12,2109,1,0.2529769901051609
459,전분,후춧가루,12,2109,1,0.2529769901051609
8114,슬라이스치즈,후춧가루,12,2109,1,0.2529769901051609
30759,다진 마늘,소금,13,1942,1,0.25542981405912885
10691,감자전분,소금,13,1942,1,0.25542981405912885
3406,김칫국물,소금,13,1942,1,0.25542981405912885
11076,겨자잎,소금,26,1942,2,0.25542981405912885
8787,곱창,소금,26,1942,2,0.25542981405912885
8970,건포도,소금,13,1942,1,0.25542981405912885
31932,견과류,소금,13,1942,1,0.25542981405912885
11708,근대잎,소금,13,1942,1,0.25542981405912885
20307,두반장,양파,22,1144,1,0.2585241950738767
21833,머스터드,양파,66,1144,3,0.2585241950738767
22377,바지락,생강,68,369,1,0.2615484711553019
21628,날치알,설탕,20,1247,1,0.2676246011379083
28475,땅콩버터,설탕,20,1247,1,0.2676246011379083
10295,참기름,토마토케첩,381,196,3,0.2695510746828273
1311,레몬즙,소금,51,1942,4,0.27484789991623043
14019,육수,진간장,77,320,1,0.27972640272447974
11709,근대잎,참기름,13,1888,1,0.2836301162049531
8159,들깨,참기름,13,1888,1,0.2836301162049531
15977,조미술,참기름,13,1888,1,0.2836301162049531
699,동치미무,참기름,13,1888,1,0.2836301162049531
14591,진간장,팽이버섯,75,327,1,0.284404535938372
29665,대하,청고추,34,717,1,0.290416455156154
7099,배추김치,청고추,34,717,1,0.290416455156154
12620,도라지,물,70,695,2,0.2925929133177299
25363,단호박,소금,25,1942,2,0.2946505272124101
23502,두반장,홍고추,22,1096,1,0.3013878995056591
27270,굵은소금,홍고추,22,1096,1,0.3013878995056591
11613,월계수잎,홍고추,22,1096,1,0.3013878995056591
29606,미더덕,홍고추,22,1096,1,0.3013878995056591
6414,쑥갓,진간장,75,320,1,0.3060437110418531
4515,다시다,소금,37,1942,3,0.30807354754455085
994,숙주,후춧가루,45,2109,4,0.317515511242732
28630,레몬즙,청주,51,465,1,0.3179897820602537
19011,다진고추,설탕,19,1247,1,0.3189178955254588
16968,달래,설탕,19,1247,1,0.3189178955254588
6645,돼지갈비,설탕,19,1247,1,0.3189178955254588
16282,닭다리,설탕,19,1247,1,0.3189178955254588
2618,대구살,설탕,19,1247,1,0.3189178955254588
26859,갈치,청고추,33,717,1,0.3202694183058352
2195,들깻가루,참기름,25,1888,2,0.3228508293582343
21089,양송이버섯,오징어,76,307,1,0.3342717324984075
7235,꽁치,소금,24,1942,2,0.3354725217326653
21680,게살,소금,24,1942,2,0.3354725217326653
25105,깨소스,소금,12,1942,1,0.3354725217326653
12893,다진홍고추,소금,24,1942,2,0.3354725217326653
5814,말린표고버섯,소금,36,1942,3,0.3354725217326653
13862,무순,생강,63,369,1,0.33792144993987583
3941,참기름,토마토,381,122,2,0.3381795810719236
29531,새송이버섯,표고버섯,35,664,1,0.3382226094060882
7279,가는파,후춧가루,11,2109,1,0.3399883670947907
7892,닭고기,후춧가루,66,2109,6,0.3399883670947907
14475,무즙,후춧가루,11,2109,1,0.3399883670947907
12880,녹차분말,후춧가루,11,2109,1,0.3399883670947907
21733,수수,후춧가루,11,2109,1,0.3399883670947907
12225,양,후춧가루,11,2109,1,0.3399883670947907
31634,오징어,후추,109,212,1,0.34391866347077965
32135,쌀뜨물,양파,20,1144,1,0.3538343748782015
3856,쌀,청주,49,465,1,0.35799511667395284
26765,고운고춧가루,다진마늘,45,505,1,0.3606319013262562
8101,양상추,후춧가루,43,2109,4,0.3629778853194893
48,도라지,소금,70,1942,6,0.3636433986993616
19690,새송이버섯,소금,35,1942,3,0.3636433986993616
16465,신김치,참기름,12,1888,1,0.36367282387848954
23483,녹말물,참기름,12,1888,1,0.36367282387848954
32117,매실액,참기름,12,1888,1,0.36367282387848954
12740,다진홍고추,참기름,24,1888,2,0.36367282387848954
30098,구운김,참기름,12,1888,1,0.36367282387848954
24442,어묵,참기름,12,1888,1,0.36367282387848954
10223,죽순,홍고추,41,1096,2,0.3720054667196125
22740,바질,오징어,73,307,1,0.3745456316363475
9363,도라지,진간장,70,320,1,0.37503658252880456
19691,새송이버섯,참기름,35,1888,3,0.39184370084518577
12440,대하,소금,34,1942,3,0.3926309355726139
14200,방울토마토,식용유,35,627,1,0.3955582182496014
7726,실고추,홍고추,20,1096,1,0.3966980793099839
29464,쌈장,홍고추,20,1096,1,0.3966980793099839
10465,닭고기,표고버섯,66,664,2,0.39706310942902173
8472,시금치,후춧가루,31,2109,3,0.4025087240761246
14579,바지락,진간장,68,320,1,0.40402411940205685
814,오이,표고버섯,131,664,4,0.4046677088142411
10351,날콩가루,양파,19,1144,1,0.40512766926575217
2694,대구살,양파,19,1144,1,0.40512766926575217
19019,다진고추,양파,19,1144,1,0.40512766926575217
2445,참기름,파슬리가루,381,57,1,0.4060021774106847
3277,새우젓,참기름,46,1888,4,0.40623243829728534
7681,골뱅이,참기름,23,1888,2,0.40623243829728534
18672,머스터드,팽이버섯,66,327,1,0.41223790744825684
25459,만두피,물,31,695,1,0.41395377032199737
759,냉면,청고추,30,717,1,0.4155795981101601
8377,머스터드,소금,66,1942,6,0.422483898722295
8895,미더덕,소금,22,1942,2,0.422483898722295
30964,다시마 우린 물,소금,11,1942,1,0.422483898722295
10226,누룽지,소금,11,1942,1,0.422483898722295
14476,무즙,소금,11,1942,1,0.422483898722295
12895,녹차분말,소금,11,1942,1,0.422483898722295
7280,가는파,소금,11,1942,1,0.422483898722295
8183,양송이버섯,육수,76,281,1,0.4227648107518589
26839,굵은고춧가루,다진마늘,42,505,1,0.4296247728132076
23663,송이버섯,후춧가루,10,2109,1,0.4352985468991155
29049,꽃빵,후춧가루,10,2109,1,0.4352985468991155
1261,쌀뜨물,후춧가루,20,2109,2,0.4352985468991155
22442,맛살조개,후춧가루,10,2109,1,0.4352985468991155
22797,올리브유,육수,75,281,1,0.4360100375018796
24737,참기름,참치,381,55,1,0.44172026001276393
18465,숙주,청주,45,465,1,0.4431529250142597
7839,바질,양파,73,1144,4,0.445401568403692
4942,곤약,물,30,695,1,0.44674359314498824
22125,정종,참기름,22,1888,2,0.45068420086811917
12914,녹차분말,참기름,11,1888,1,0.45068420086811917
25429,고춧기름,참기름,11,1888,1,0.45068420086811917
21744,수수,참기름,11,1888,1,0.45068420086811917
7283,가는파,참기름,11,1888,1,0.45068420086811917
4802,청주,콩나물,83,250,1,0.4515512947130914
31453,깐밤,양파,18,1144,1,0.45919489053602786
7695,소면,양파,18,1144,1,0.45919489053602786
30696,닭 육수,양파,18,1144,1,0.45919489053602786
2357,무명실,양파,18,1144,1,0.45919489053602786
30743,시금치,표고버섯,31,664,1,0.4595834664103557
21751,참기름,팥,381,54,1,0.46006939868096036
7828,생크림,후춧가루,39,2109,4,0.4606163548834054
228,진간장,홍고추,75,1096,4,0.46123660044755516
2995,레드와인,후춧가루,29,2109,3,0.46920009857479683
27431,애호박,표고버섯,61,664,2,0.475843987282136
14976,갈비,식용유,32,627,1,0.48517037693928855
2692,대구살,후춧가루,19,2109,2,0.48659184128666605
1305,양송이버섯,후춧가루,76,2109,8,0.48659184128666605
1300,방울토마토,양파,35,1144,2,0.4873657675027242
28593,양상추,청주,43,465,1,0.4886152990910171
2780,갈비,설탕,32,1247,2,0.4907681524521181
4745,명란,설탕,16,1247,1,0.4907681524521181
28580,닭가슴살,설탕,16,1247,1,0.4907681524521181
1613,배즙,후춧가루,28,2109,3,0.504291418386067
3158,잣,후춧가루,28,2109,3,0.504291418386067
27526,멸치액젓,양파,17,1144,1,0.5163533043759765
24989,라면,양파,17,1144,1,0.5163533043759765
12366,대하,양파,34,1144,2,0.5163533043759765
23287,숙주나물,양파,17,1144,1,0.5163533043759765
5068,배춧잎,양파,34,1144,2,0.5163533043759765
22900,동태살,양파,17,1144,1,0.5163533043759765
16118,멸칫국물,양파,17,1144,1,0.5163533043759765
16432,시금치,식용유,31,627,1,0.5169190752538688
25465,만두피,식용유,31,627,1,0.5169190752538688
32580,다짐육,소금,10,1942,1,0.5177940785266198
21679,날치알,소금,20,1942,2,0.5177940785266198
30052,발효초,소금,10,1942,1,0.5177940785266198
22447,맛살조개,소금,10,1942,1,0.5177940785266198
17625,청고추,피망,141,274,2,0.5231120041656425
12935,모짜렐라치즈,표고버섯,29,664,1,0.5262748409090279
584,애호박,참기름,61,1888,6,0.5294650787212335
4258,새우젓,설탕,46,1247,3,0.533327766870914
20429,대구,후춧가루,9,2109,1,0.5406590625569417
7298,굵은파,후춧가루,9,2109,1,0.5406590625569417
4626,아귀,후춧가루,9,2109,1,0.5406590625569417
20348,옥수수,후춧가루,9,2109,1,0.5406590625569417
14552,멸치다시물,후춧가루,18,2109,2,0.5406590625569417
1200,미역,후춧가루,27,2109,3,0.5406590625569417
7896,찹쌀,후춧가루,18,2109,2,0.5406590625569417
19937,닭봉,후춧가루,9,2109,1,0.5406590625569417
11352,봄동,후춧가루,9,2109,1,0.5406590625569417
1306,모듬채소,후춧가루,9,2109,1,0.5406590625569417
18307,소면,후춧가루,18,2109,2,0.5406590625569417
29218,쭈꾸미,후춧가루,9,2109,1,0.5406590625569417
29059,꽃빵,참기름,10,1888,1,0.5459943806724441
23400,옥수수통조림,참기름,10,1888,1,0.5459943806724441
32591,다짐육,참기름,10,1888,1,0.5459943806724441
15885,오이,청고추,131,717,5,0.5510175690052642
2984,레드와인,소금,29,1942,3,0.5516956302023013
29179,청고추,홍합,141,133,1,0.5527438017720138
22332,애호박,오징어,61,307,1,0.5541312086114274
2826,육수,통깨,77,243,1,0.5549859551777034
26339,계란후라이,설탕,15,1247,1,0.5553066735896892
11070,겨자잎,청고추,26,717,1,0.5586804417508334
7118,라면,홍고추,17,1096,1,0.5592170088077588
4881,배춧잎,홍고추,34,1096,2,0.5592170088077588
3157,잣,표고버섯,28,664,1,0.561366160720298
621,냉면,쇠고기,30,615,1,0.5690331709032624
4926,곤약,쇠고기,30,615,1,0.5690331709032624
2643,대구살,소금,19,1942,2,0.5690873729141703
27642,돼지갈비,소금,19,1942,2,0.5690873729141703
30690,로즈마리,양파,16,1144,1,0.5769779261924114
28587,닭가슴살,양파,16,1144,1,0.5769779261924114
21906,가쓰오브시국물,양파,16,1144,1,0.5769779261924114
22982,돈까스소스,양파,16,1144,1,0.5769779261924114
19333,완두콩,후춧가루,26,2109,3,0.5783993905397888
10306,브로콜리,참기름,29,1888,3,0.5798959323481255
30285,방울토마토,식초,35,520,1,0.5826759473070491
3002,레드와인,식용유,29,627,1,0.5836104497525411
18494,브로콜리,식용유,29,627,1,0.5836104497525411
15827,모짜렐라치즈,식용유,29,627,1,0.5836104497525411
842,오징어,표고버섯,109,664,4,0.5885171497862488
1040,오이,홍고추,131,1096,8,0.5966745713426593
6955,넛맥,후춧가루,17,2109,2,0.5978174763968904
19819,숙주나물,후춧가루,17,2109,2,0.5978174763968904
2429,양배추,후춧가루,51,2109,6,0.5978174763968904
8573,쑥갓,청고추,75,717,3,0.5979011549041148
220,진간장,청고추,75,717,3,0.5979011549041148
17265,청고추,파,141,127,1,0.5989058435351763
24612,브로콜리,쇠고기,29,615,1,0.602934722578944
22336,오징어,팽이버섯,109,327,2,0.603691947805484
5058,배춧잎,식초,34,520,1,0.6116634841803013
1615,배즙,참기름,28,1888,3,0.6149872521593955
4722,쑥갓,후춧가루,75,2109,9,0.6176201036930702
27066,우동면,홍고추,16,1096,1,0.6198416306241936
3028,은행,홍고추,16,1096,1,0.6198416306241936
20433,대구,소금,9,1942,1,0.6231545941844462
7299,굵은파,소금,9,1942,1,0.6231545941844462
19942,닭봉,소금,9,1942,1,0.6231545941844462
31303,국물용 다시마,소금,9,1942,1,0.6231545941844462
14561,멸치다시물,소금,18,1942,2,0.6231545941844462
1313,모듬채소,소금,9,1942,1,0.6231545941844462
11353,봄동,소금,9,1942,1,0.6231545941844462
11695,김칫잎,소금,18,1942,2,0.6231545941844462
11097,건새우가루,설탕,14,1247,1,0.6242995450766406
8048,맛살,설탕,14,1247,1,0.6242995450766406
31204,감동젓,설탕,14,1247,1,0.6242995450766406
10098,다진파슬리,설탕,14,1247,1,0.6242995450766406
2955,빵가루,후춧가루,33,2109,4,0.6276704395465716
28223,단호박,물,25,695,1,0.6290651499389429
1818,죽순,후춧가루,41,2109,5,0.6337494856229537
8796,곱창,표고버섯,26,664,1,0.6354741328740199
14058,숙주,양파,45,1144,3,0.6415164473299825
24994,꽃상추,양파,15,1144,1,0.6415164473299825
1423,가리비,양파,15,1144,1,0.6415164473299825
1420,꼴뚜기,양파,30,1144,2,0.6415164473299825
26121,애호박,육수,61,281,1,0.6426242868648787
27964,청고추,통깨,141,243,2,0.6431786672131643
11696,김칫잎,참기름,18,1888,2,0.6513548963302704
17367,쭈꾸미,참기름,9,1888,1,0.6513548963302704
7696,소면,참기름,18,1888,2,0.6513548963302704
1205,미역,참기름,27,1888,3,0.6513548963302704
25864,봄동,참기름,9,1888,1,0.6513548963302704
8934,아귀,참기름,9,1888,1,0.6513548963302704
7302,굵은파,참기름,9,1888,1,0.6513548963302704
19952,닭봉,참기름,9,1888,1,0.6513548963302704
2352,무명실,참기름,18,1888,2,0.6513548963302704
8691,양배추,표고버섯,51,664,2,0.6548922187311215
20340,껍질콩,후춧가루,8,2109,1,0.6584420982133252
20664,닭살,후춧가루,8,2109,1,0.6584420982133252
23278,우동면,후춧가루,16,2109,2,0.6584420982133252
28437,돼지등갈비,후춧가루,8,2109,1,0.6584420982133252
8471,레몬드레싱,후춧가루,8,2109,1,0.6584420982133252
16671,랩,후춧가루,8,2109,1,0.6584420982133252
24963,치커리,후춧가루,8,2109,1,0.6584420982133252
6381,마늘종,후춧가루,8,2109,1,0.6584420982133252
20969,우스터소스,후춧가루,8,2109,1,0.6584420982133252
19649,닭안심,후춧가루,8,2109,1,0.6584420982133252
6982,미역,설탕,27,1247,2,0.6606671892475157
27200,들기름,물,24,695,1,0.6698871444591981
13867,갑오징어,생강,45,369,1,0.6743936865610888
2180,들깻가루,표고버섯,25,664,1,0.6746948460273012
12939,모짜렐라치즈,양파,29,1144,2,0.6754179990056639
3005,레드와인,양파,29,1144,2,0.6754179990056639
8961,강력분,소금,17,1942,2,0.6803130080243948
6961,넛맥,소금,17,1942,2,0.6803130080243948
907,멸칫국물,소금,17,1942,2,0.6803130080243948
21267,라이스페이퍼,청고추,23,717,1,0.6812827638431658
681,동치미국물,홍고추,15,1096,1,0.6843801517617649
15476,사골,홍고추,15,1096,1,0.6843801517617649
21827,양상추,양파,43,1144,3,0.6869788214067398
16049,완두콩,참기름,26,1888,3,0.6890952243131174
18999,육수,후추,77,212,1,0.6914611238462395
31199,북어,설탕,13,1247,1,0.6984075172303625
8967,건포도,설탕,13,1247,1,0.6984075172303625
10666,감자전분,설탕,13,1247,1,0.6984075172303625
27255,꽃소금,설탕,13,1247,1,0.6984075172303625
11705,근대잎,설탕,13,1247,1,0.6984075172303625
8157,들깨,설탕,13,1247,1,0.6984075172303625
4486,애호박,후춧가루,61,2109,8,0.7064513173996858
27166,고수잎,양파,14,1144,1,0.710509318816934
30558,사라다나,양파,14,1144,1,0.710509318816934
12367,게,양파,14,1144,1,0.710509318816934
1430,가재새우,양파,14,1144,1,0.710509318816934
21217,라이스페이퍼,물,23,695,1,0.712446758877994
13024,꽃상추,후춧가루,15,2109,2,0.7229806193508965
19935,닭육수,후춧가루,15,2109,2,0.7229806193508965
29738,미더덕,청고추,22,717,1,0.7257345264139996
27267,굵은소금,청고추,22,717,1,0.7257345264139996
24752,양배추,오징어,51,307,1,0.7331794400604129
9261,녹두,다진마늘,31,505,1,0.7333071866114298
13831,갑오징어,물,45,695,2,0.7344256655967693
5037,곤약,식초,30,520,1,0.7368266271343072
30498,그라나 빠다노,소금,8,1942,1,0.7409376298408297
28584,닭가슴살,소금,16,1942,2,0.7409376298408297
5569,도가니,소금,16,1942,2,0.7409376298408297
16207,겨자가루,소금,8,1942,1,0.7409376298408297
28443,돼지등갈비,소금,8,1942,1,0.7409376298408297
6388,마늘종,소금,8,1942,1,0.7409376298408297
25118,맛조개,소금,8,1942,1,0.7409376298408297
9182,깨,소금,24,1942,3,0.7409376298408297
10425,고구마줄기,소금,8,1942,1,0.7409376298408297
8475,레몬드레싱,소금,8,1942,1,0.7409376298408297
16804,당근즙,소금,8,1942,1,0.7409376298408297
4750,명란,소금,16,1942,2,0.7409376298408297
19654,닭안심,소금,8,1942,1,0.7409376298408297
21682,박고지,소금,8,1942,1,0.7409376298408297
9001,검은깨,소금,16,1942,2,0.7409376298408297
20666,닭살,소금,8,1942,1,0.7409376298408297
31953,백오이,소금,8,1942,1,0.7409376298408297
22102,미원,소금,8,1942,1,0.7409376298408297
10430,들기름,소금,24,1942,3,0.7409376298408297
10972,떡국떡,소금,8,1942,1,0.7409376298408297
20342,껍질콩,소금,8,1942,1,0.7409376298408297
10686,정종,후춧가루,22,2109,3,0.745453475202955
11131,건새우가루,홍고추,14,1096,1,0.7533730232487164
12445,게,홍고추,14,1096,1,0.7533730232487164
24302,골뱅이,표고버섯,23,664,1,0.7580764549663522
22103,미원,참기름,8,1888,1,0.7691379319866539
20669,닭살,참기름,8,1888,1,0.7691379319866539
3101,은행,참기름,16,1888,2,0.7691379319866539
10428,고구마줄기,참기름,8,1888,1,0.7691379319866539
566,양념장,참기름,8,1888,1,0.7691379319866539
32547,부침가루,참기름,8,1888,1,0.7691379319866539
23246,우동면,참기름,16,1888,2,0.7691379319866539
11031,다진풋고추,참기름,16,1888,2,0.7691379319866539
20346,껍질콩,참기름,8,1888,1,0.7691379319866539
6389,마늘종,참기름,8,1888,1,0.7691379319866539
30151,떡국떡,참기름,8,1888,1,0.7691379319866539
20541,까나리액젓,식초,29,520,1,0.7707281788099887
9195,녹두,소금,31,1942,4,0.7726863281554099
6734,꽁치,식용유,24,627,1,0.7728524493910693
6671,쌀,오징어,49,307,1,0.7731847746741122
23468,녹말물,설탕,12,1247,1,0.7784502249038991
7230,꽁치,설탕,24,1247,2,0.7784502249038991
10421,들기름,설탕,24,1247,2,0.7784502249038991
8168,들깨,양파,13,1144,1,0.7846172909706559
31935,견과류,양파,13,1144,1,0.7846172909706559
27318,꽃소금,양파,13,1144,1,0.7846172909706559
30763,다진 마늘,양파,13,1144,1,0.7846172909706559
